"game_id","first","time_control_name","game_end_reason","winner","created_at","lexicon","initial_time_seconds","increment_seconds","rating_mode","max_overtime_minutes","game_duration_seconds"
36,"riverquean","regular",NA,NA,2021-11-07 05:31:49,"NWL18",1140,0,"RATED",1,NA
37,"bobcubed","regular",NA,NA,2021-11-08 19:08:38,"NWL20",1200,0,"CASUAL",1,NA
38,"BetterBot","regular","STANDARD",0,2021-11-25 18:01:27,"NWL20",1200,0,"RATED",2,706.906180858612
39,"rcg","blitz","STANDARD",0,2021-12-19 06:31:25,"NWL20",300,0,"CASUAL",1,357.122395038605
40,"Gtowngrad","regular","STANDARD",0,2021-12-21 21:53:06,"NWL20",1200,0,"RATED",1,1127.21841192245
41,"Pramit_06","rapid","STANDARD",0,2021-11-10 05:34:43,"CSW19",600,0,"RATED",1,168.175534009933
42,"blitztkr","regular","STANDARD",0,2021-12-10 11:02:31,"CSW21",1200,0,"RATED",1,353.842150211334
43,"EMC","regular","STANDARD",0,2021-11-17 05:41:45,"NWL20",900,0,"RATED",0,169.616234064102
44,"BetterBot","blitz","STANDARD",1,2021-12-10 19:41:51,"NWL20",300,0,"CASUAL",1,258.450035810471
45,"BetterBot","regular","STANDARD",0,2021-12-17 00:29:35,"NWL20",1020,0,"CASUAL",1,881.488271951675
46,"Churrrro","blitz",NA,NA,2021-12-25 20:26:56,"NWL20",300,0,"CASUAL",1,NA
47,"GPeters","regular",NA,NA,2021-11-26 18:52:25,"NWL20",3600,0,"RATED",1,NA
48,"BetterBot","rapid","STANDARD",0,2021-12-08 13:34:24,"CSW19",660,0,"RATED",1,627.373073101044
49,"deathstar","regular","STANDARD",1,2021-12-12 04:47:38,"NWL20",1200,0,"RATED",1,1131.05596399307
50,"davidavid","regular","STANDARD",0,2021-11-30 09:31:21,"CSW19",900,0,"RATED",5,792.508241891861
51,"Churrrro","blitz","STANDARD",1,2021-11-22 19:05:05,"NWL20",300,0,"CASUAL",1,354.416671991348
52,"BetterBot","regular",NA,NA,2021-11-10 06:53:02,"CSW19",1200,0,"CASUAL",1,NA
53,"Super","regular","STANDARD",0,2021-12-23 20:11:43,"CSW19",1200,0,"RATED",1,188.824235916138
54,"BetterBot","regular","STANDARD",0,2021-11-06 22:55:21,"NWL20",900,0,"RATED",0,238.707384109497
55,"jawedshamims","rapid",NA,NA,2021-11-30 15:41:49,"CSW19",600,0,"RATED",1,NA
56,"BetterBot","blitz",NA,NA,2021-12-22 22:25:36,"NWL20",300,0,"CASUAL",1,NA
57,"BetterBot","blitz","STANDARD",1,2022-01-01 06:18:21,"NWL20",300,0,"CASUAL",1,307.727231025696
58,"BetterBot","regular","STANDARD",1,2021-12-11 17:18:15,"CSW21",1200,0,"RATED",1,214.893557071686
59,"shaunthesheep","regular","STANDARD",0,2021-12-30 15:16:37,"CSW21",1200,0,"RATED",1,470.877836942673
60,"BetterBot","blitz","STANDARD",0,2021-12-04 02:17:06,"NWL20",300,0,"CASUAL",1,264.893723011017
61,"BetterBot","regular",NA,NA,2021-12-09 09:21:16,"CSW21",1200,0,"RATED",1,NA
62,"rcg","blitz",NA,NA,2021-12-12 05:54:14,"NWL20",300,0,"CASUAL",1,NA
63,"Eloquent","regular","STANDARD",1,2021-12-24 16:47:45,"CSW19",1200,0,"CASUAL",2,421.430982112885
64,"marvin","ultrablitz","TIME",0,2021-11-14 01:00:35,"CSW19",60,0,"RATED",1,121.208250045776
65,"BetterBot","rapid","STANDARD",0,2021-12-08 03:11:33,"NWL20",480,0,"RATED",1,172.008934020996
66,"Kannan_S","regular",NA,NA,2021-12-21 23:54:26,"CSW21",1200,0,"RATED",1,NA
67,"BetterBot","regular","STANDARD",1,2021-12-17 02:40:36,"CSW21",1200,0,"RATED",1,265.817312955856
68,"BetterBot","regular","STANDARD",0,2021-12-13 16:55:55,"NWL20",1200,0,"CASUAL",2,482.162104129791
69,"BetterBot","regular","STANDARD",0,2021-12-04 12:59:24,"NWL20",1320,0,"CASUAL",10,390.191243171692
70,"BetterBot","blitz",NA,NA,2021-12-01 23:00:02,"NWL20",300,0,"RATED",1,NA
71,"BetterBot","regular",NA,NA,2021-11-20 11:27:54,"CSW19",900,0,"RATED",1,NA
72,"BetterBot","regular",NA,NA,2021-12-16 15:45:46,"NWL20",3600,0,"RATED",1,NA
73,"Alex1959","regular","STANDARD",0,2021-12-28 05:44:42,"CSW19",1200,0,"CASUAL",1,1247.86625099182
74,"BetterBot","regular",NA,NA,2021-11-15 23:51:40,"NWL20",1200,0,"RATED",1,NA
75,"BetterBot","regular","STANDARD",0,2021-11-11 22:45:52,"CSW19",900,0,"RATED",3,372.378674030304
76,"BetterBot","blitz",NA,NA,2021-11-07 05:07:07,"NWL20",300,0,"CASUAL",1,NA
77,"Eloquent","regular","TIME",0,2021-12-19 16:54:29,"CSW19",1200,0,"CASUAL",2,1324.12665605545
78,"BetterBot","regular",NA,NA,2021-12-26 02:31:58,"NWL20",1200,0,"RATED",1,NA
79,"ChsrQat","regular","STANDARD",0,2021-12-04 02:30:21,"NWL20",900,0,"RATED",1,628.803908109665
80,"Hanhan","regular","STANDARD",0,2021-11-07 14:11:35,"CSW19",1200,0,"CASUAL",1,146.112101793289
81,"BetterBot","ultrablitz","TIME",0,2021-11-20 04:19:44,"CSW19",60,0,"RATED",1,120.785165071487
82,"BetterBot","regular","STANDARD",0,2021-11-25 20:51:21,"CSW19",300,60,"CASUAL",0,123.179713964462
83,"BetterBot","regular","STANDARD",0,2021-11-10 07:46:48,"CSW19",1200,0,"RATED",1,788.066212177277
84,"BetterBot","blitz",NA,NA,2021-12-18 20:07:49,"NWL20",300,0,"CASUAL",1,NA
85,"BetterBot","regular","STANDARD",1,2021-11-26 03:51:57,"CSW19",1200,0,"CASUAL",2,419.589698791504
86,"BetterBot","regular","STANDARD",0,2021-11-08 21:48:11,"NWL20",1200,0,"RATED",1,160.327329874039
87,"BetterBot","blitz","STANDARD",1,2021-12-07 00:25:37,"NWL20",300,0,"CASUAL",1,270.433195114136
88,"BetterBot","regular","STANDARD",0,2021-12-15 13:11:55,"NWL20",3600,0,"RATED",1,747.73201417923
89,"Churrrro","blitz",NA,NA,2021-11-24 06:35:15,"NWL20",300,0,"CASUAL",1,NA
90,"marvin","ultrablitz",NA,NA,2021-11-09 02:30:19,"CSW19",60,0,"RATED",1,NA
91,"BetterBot","regular",NA,NA,2021-12-12 09:17:05,"CSW19",1200,0,"RATED",1,NA
92,"BetterBot","regular","STANDARD",1,2021-12-01 09:13:03,"CSW19",1200,0,"CASUAL",1,357.247147083282
93,"frs","regular",NA,NA,2021-11-22 23:22:27,"NWL20",1200,0,"RATED",1,NA
94,"AWFUL","ultrablitz","STANDARD",1,2021-12-23 15:24:12,"CSW21",60,0,"RATED",1,107.317157030106
95,"freebritney","blitz","STANDARD",0,2021-12-09 13:13:20,"NWL20",120,0,"RATED",1,161.880803108215
96,"rcg","blitz","TIME",0,2021-11-09 04:41:41,"NWL20",300,0,"CASUAL",1,361.432389974594
97,"BetterBot","regular",NA,NA,2021-11-29 23:04:23,"NWL20",900,0,"RATED",1,NA
98,"BetterBot","regular","STANDARD",0,2021-12-22 19:47:55,"CSW19",1200,0,"RATED",1,186.224318027496
99,"BetterBot","rapid",NA,NA,2021-11-04 07:04:42,"CSW19",600,0,"RATED",1,NA
100,"deathstar","regular",NA,NA,2021-11-28 08:30:15,"NWL20",1200,0,"RATED",1,NA
101,"kyjo55555","regular","STANDARD",1,2021-11-21 00:58:41,"NWL20",1200,0,"CASUAL",1,272.928361177444
102,"BetterBot","regular","STANDARD",1,2021-12-19 10:03:50,"CSW19",1200,0,"RATED",1,189.814689874649
103,"BetterBot","ultrablitz","TIME",0,2021-11-09 21:00:26,"CSW19",60,0,"RATED",1,120.716612100601
104,"BetterBot","ultrablitz",NA,NA,2021-11-09 02:40:21,"CSW19",60,0,"RATED",1,NA
105,"BetterBot","regular","STANDARD",0,2021-11-28 07:00:01,"CSW19",3600,0,"CASUAL",1,322.826381921768
106,"BetterBot","blitz","RESIGNED",0,2021-12-05 23:02:01,"NWL20",300,0,"CASUAL",1,252.31890296936
107,"BetterBot","regular","STANDARD",0,2021-12-02 04:43:13,"CSW19",900,0,"RATED",1,395.057726144791
108,"BetterBot","regular","STANDARD",0,2021-11-04 00:44:23,"CSW19",900,0,"RATED",1,565.408267974854
109,"BetterBot","regular","RESIGNED",0,2021-11-05 05:34:29,"CSW19",1200,0,"RATED",1,689.203011989594
110,"BetterBot","rapid","STANDARD",1,2021-12-24 23:42:20,"NWL20",660,0,"RATED",1,167.128066062927
111,"Anita","regular","STANDARD",1,2021-11-15 16:37:54,"NWL20",1200,0,"RATED",1,448.665088891983
112,"rcg","blitz",NA,NA,2021-12-25 16:44:02,"NWL20",300,0,"CASUAL",1,NA
113,"BetterBot","regular","STANDARD",0,2021-12-15 00:57:55,"NWL20",1200,0,"RATED",1,569.24302315712
114,"BetterBot","blitz",NA,NA,2021-11-19 13:15:54,"CSW19",300,0,"RATED",0,NA
115,"BetterBot","regular",NA,NA,2021-11-07 12:26:48,"CSW19",1200,0,"RATED",1,NA
116,"BetterBot","regular",NA,NA,2021-12-11 22:09:51,"CSW19",1500,0,"CASUAL",1,NA
117,"BetterBot","regular",NA,NA,2021-12-14 10:35:04,"CSW21",1200,0,"RATED",0,NA
118,"BetterBot","regular","STANDARD",0,2021-11-29 19:47:19,"NWL20",1200,0,"RATED",2,643.017410039902
119,"BetterBot","regular","STANDARD",0,2021-11-21 20:42:58,"NWL20",1800,0,"RATED",1,974.624670982361
120,"BetterBot","rapid","STANDARD",0,2021-12-18 06:29:08,"CSW19",360,0,"RATED",5,284.204822063446
121,"davidavid","regular","STANDARD",1,2021-11-26 12:19:10,"CSW19",900,0,"RATED",5,581.393684148788
122,"hivin","regular",NA,NA,2021-11-30 15:25:23,"CSW19",1200,0,"RATED",1,NA
123,"Churrrro","blitz","TIME",0,2021-11-30 05:26:50,"NWL20",300,0,"CASUAL",1,360.915329933167
124,"BetterBot","regular","STANDARD",1,2021-11-27 13:56:21,"CSW19",1500,0,"RATED",1,1062.6142539978
125,"Super","regular","STANDARD",0,2021-12-22 20:42:09,"CSW19",1200,0,"RATED",1,192.000897884369
126,"BetterBot","regular","TIME",0,2021-12-06 00:39:10,"NWL20",1200,0,"RATED",1,1260.97999620438
127,"Eloquent","regular","STANDARD",1,2021-12-18 11:52:35,"CSW19",1200,0,"CASUAL",2,350.769433021545
128,"rcg","blitz",NA,NA,2021-12-24 23:58:08,"NWL20",300,0,"CASUAL",1,NA
129,"Churrrro","blitz","STANDARD",1,2021-12-10 02:10:55,"NWL20",300,0,"CASUAL",1,258.142128944397
130,"JoelTeh","regular","STANDARD",0,2021-11-17 07:27:33,"CSW19",900,0,"CASUAL",1,108.42689704895
131,"rcg","blitz","TIME",0,2021-11-16 15:58:27,"NWL20",300,0,"CASUAL",1,361.257635116577
132,"deathstar","regular",NA,NA,2021-12-26 10:52:36,"NWL20",1200,0,"RATED",1,NA
133,"BetterBot","rapid","STANDARD",1,2021-11-06 09:54:20,"CSW19",600,0,"RATED",1,255.322335004807
134,"BetterBot","regular","STANDARD",0,2021-12-14 09:36:09,"NWL20",1200,0,"RATED",1,279.125041007996
135,"BetterBot","regular","STANDARD",0,2021-11-18 22:13:26,"NWL20",1200,0,"RATED",1,283.68908905983
136,"BetterBot","regular",NA,NA,2021-11-03 07:14:03,"CSW19",900,0,"RATED",0,NA
137,"BetterBot","regular","STANDARD",0,2021-12-26 00:27:35,"CSW19",1200,0,"CASUAL",2,529.161461114883
138,"BetterBot","blitz","STANDARD",0,2021-12-14 00:35:17,"CSW19",300,0,"RATED",1,321.960228919983
139,"BetterBot","regular","STANDARD",0,2021-12-27 15:15:09,"CSW21",1200,0,"RATED",10,322.655907869339
140,"Eloquent","regular",NA,NA,2021-11-10 06:07:17,"CSW19",1200,0,"CASUAL",1,NA
141,"Kabashibi","regular","STANDARD",0,2021-11-19 22:10:39,"CSW19",600,0,"RATED",5,248.813987016678
142,"Shedz17","regular",NA,NA,2021-12-07 19:47:51,"CSW21",900,0,"RATED",1,NA
143,"BetterBot","regular",NA,NA,2021-11-10 12:42:51,"CSW19",900,0,"RATED",1,NA
144,"BetterBot","blitz","STANDARD",1,2021-12-11 04:33:16,"NWL20",300,0,"RATED",1,242.444265842438
145,"BetterBot","regular","STANDARD",1,2021-12-16 05:50:57,"CSW21",1200,0,"RATED",1,167.908379077911
146,"Unwoogler","regular","STANDARD",1,2021-11-04 21:52:52,"NWL20",1200,0,"RATED",1,903.055143117905
147,"BetterBot","regular","STANDARD",0,2021-11-12 11:52:02,"NWL20",3600,0,"RATED",1,1605.82163906097
148,"BethMix","regular","STANDARD",0,2021-12-27 01:16:09,"NWL20",1200,0,"RATED",1,290.552996873856
149,"Churrrro","blitz","STANDARD",0,2021-12-11 04:19:48,"NWL20",300,0,"RATED",1,285.46870303154
150,"BetterBot","rapid","RESIGNED",0,2021-12-18 06:43:17,"CSW19",360,0,"RATED",5,208.98942899704
151,"BetterBot","regular",NA,NA,2021-12-25 08:13:34,"CSW21",780,0,"RATED",10,NA
152,"BetterBot","regular","STANDARD",1,2021-11-29 22:34:52,"CSW19",1200,0,"RATED",1,395.927700996399
153,"BetterBot","regular","STANDARD",0,2021-11-29 02:37:43,"NWL20",1200,0,"RATED",1,647.454365968704
154,"GPeters","regular",NA,NA,2021-11-29 14:09:41,"NWL20",3600,0,"RATED",1,NA
155,"jawedshamims","rapid",NA,NA,2021-12-16 16:45:37,"CSW19",600,0,"RATED",1,NA
156,"NatthanonL","regular","STANDARD",1,2021-11-22 06:58:22,"CSW19",900,0,"RATED",1,395.900798082352
157,"BetterBot","regular","STANDARD",1,2021-11-08 02:27:22,"NWL20",900,0,"RATED",1,336.380512952805
158,"BetterBot","regular","STANDARD",1,2021-12-10 12:21:19,"CSW19",1200,0,"CASUAL",1,526.071572065353
159,"BetterBot","regular","STANDARD",1,2021-12-30 20:00:43,"CSW19",1200,0,"CASUAL",2,422.803034067154
160,"BreyMonca","regular","STANDARD",0,2021-11-25 08:44:38,"CSW19",1200,0,"RATED",2,732.501446962357
161,"Kabashibi","rapid","STANDARD",0,2021-12-26 07:41:36,"CSW19",360,0,"RATED",1,309.907582998276
162,"Churrrro","blitz","STANDARD",1,2021-11-23 02:59:27,"NWL20",300,0,"CASUAL",1,240.497778892517
163,"marvin","ultrablitz","TIME",0,2021-11-06 05:23:06,"CSW19",60,0,"RATED",1,120.931509017944
164,"BetterBot","regular","STANDARD",1,2021-11-11 15:07:54,"CSW19",900,0,"RATED",5,214.116203069687
165,"frs","regular","STANDARD",0,2021-11-25 06:33:21,"NWL20",1200,0,"RATED",1,888.849237918854
166,"Amadeus","regular",NA,NA,2021-12-01 01:21:56,"CSW19",1500,0,"CASUAL",1,NA
167,"BetterBot","regular","STANDARD",0,2021-12-04 21:56:03,"CSW19",1200,0,"RATED",1,420.606549024582
168,"BetterBot","blitz",NA,NA,2021-11-09 03:13:06,"CSW19",300,0,"RATED",1,NA
169,"BetterBot","regular","STANDARD",1,2021-11-25 19:24:31,"NWL20",1500,0,"RATED",1,628.248323917389
170,"thellamalord","regular",NA,NA,2021-11-13 04:32:23,"NWL20",1200,10,"CASUAL",0,NA
171,"BetterBot","regular",NA,NA,2021-11-16 05:09:49,"CSW19",1200,0,"CASUAL",1,NA
172,"BetterBot","regular","STANDARD",1,2021-12-27 04:40:07,"CSW21",1200,0,"RATED",10,400.495491027832
173,"jawedshamims","rapid","STANDARD",1,2021-12-16 18:59:44,"CSW19",600,0,"RATED",1,479.294371128082
174,"BetterBot","regular","STANDARD",0,2021-11-22 05:58:47,"NWL20",1200,0,"RATED",1,318.153772115707
175,"BetterBot","rapid","STANDARD",1,2021-12-09 15:07:20,"CSW19",660,0,"RATED",1,468.204903125763
176,"BetterBot","regular","STANDARD",1,2021-11-12 03:57:14,"NWL20",900,0,"RATED",1,351.50096988678
177,"Churrrro","blitz",NA,NA,2021-12-11 00:08:45,"NWL20",300,0,"RATED",1,NA
178,"Churrrro","blitz",NA,NA,2021-11-11 02:05:11,"NWL20",300,0,"CASUAL",1,NA
179,"PrimordialOne","rapid",NA,NA,2021-12-05 15:01:13,"CSW21",600,0,"RATED",1,NA
180,"BetterBot","regular","STANDARD",1,2021-12-25 01:30:05,"CSW19",1200,0,"RATED",1,209.7954890728
181,"BetterBot","regular","STANDARD",1,2021-11-14 00:27:02,"CSW19",1200,0,"RATED",1,728.223077058792
182,"BetterBot","regular","TIME",0,2021-11-09 03:25:19,"CSW19",1200,0,"RATED",1,1265.61968994141
183,"Crookshanks","regular","STANDARD",1,2021-12-28 11:04:32,"CSW21",1200,0,"RATED",10,213.391018152237
184,"davidavid","regular","STANDARD",0,2021-11-10 22:45:04,"CSW19",900,0,"RATED",2,545.858774900436
185,"Super","regular","STANDARD",1,2021-12-23 19:07:30,"CSW19",1200,0,"RATED",1,186.10932803154
186,"BetterBot","blitz","RESIGNED",0,2021-12-29 03:39:21,"NWL20",300,0,"CASUAL",1,301.025828838348
187,"BetterBot","regular","STANDARD",0,2021-11-27 00:06:31,"CSW19",1200,0,"CASUAL",2,419.425294876099
188,"Churrrro","blitz",NA,NA,2021-12-05 21:45:05,"NWL20",300,0,"CASUAL",1,NA
189,"Anita","regular","STANDARD",0,2021-11-27 18:42:53,"NWL20",1200,0,"RATED",1,497.408051967621
190,"BetterBot","regular",NA,NA,2021-11-29 13:45:54,"CSW19",1200,0,"CASUAL",2,NA
191,"BetterBot","blitz","STANDARD",0,2022-01-01 01:27:25,"CSW19",300,0,"RATED",1,146.702264785767
192,"englishcarnivalsbh","regular","STANDARD",0,2021-11-24 12:13:14,"CSW19",900,0,"RATED",1,431.188952922821
193,"BetterBot","regular","STANDARD",1,2021-12-10 13:08:09,"CSW19",1500,0,"RATED",1,414.50971698761
194,"BetterBot","regular","STANDARD",0,2021-11-12 00:32:15,"CSW19",1320,0,"RATED",1,353.480026960373
195,"BetterBot","blitz","STANDARD",0,2021-12-06 13:37:27,"CSW19",300,0,"RATED",1,211.664062976837
196,"jawedshamims","rapid","STANDARD",1,2021-12-18 07:50:21,"CSW19",600,0,"RATED",1,322.857063055038
197,"marvin","ultrablitz",NA,NA,2021-11-23 13:12:17,"CSW19",60,0,"RATED",1,NA
198,"rcg","blitz","STANDARD",0,2021-12-21 05:33:10,"NWL20",300,0,"CASUAL",1,343.243453979492
199,"BetterBot","regular",NA,NA,2021-11-30 19:23:25,"NWL20",1500,0,"RATED",1,NA
200,"Churrrro","blitz",NA,NA,2021-12-02 03:15:16,"NWL20",300,0,"RATED",1,NA
201,"BetterBot","blitz",NA,NA,2021-11-28 02:46:33,"NWL20",300,0,"CASUAL",1,NA
202,"EMC","regular","STANDARD",1,2021-12-05 01:21:57,"NWL20",900,0,"RATED",0,329.07476401329
203,"rcg","blitz","STANDARD",1,2021-11-22 17:27:02,"NWL20",300,0,"CASUAL",1,244.86693406105
204,"JoelTeh","regular","STANDARD",0,2021-11-14 12:29:51,"CSW19",900,0,"CASUAL",1,96.2960638999939
205,"BetterBot","rapid",NA,NA,2021-11-30 14:57:59,"CSW19",780,0,"RATED",1,NA
206,"AWFUL","ultrablitz","STANDARD",1,2021-12-14 04:11:45,"CSW19",60,0,"RATED",1,113.867304086685
207,"10Dots","regular","STANDARD",1,2021-12-24 20:24:02,"CSW19",1200,0,"CASUAL",1,472.930094003677
208,"bobcubed","regular","STANDARD",1,2021-12-11 18:58:14,"NWL20",1200,0,"CASUAL",1,767.068889141083
209,"BetterBot","regular","STANDARD",1,2021-12-08 03:21:42,"CSW21",900,0,"CASUAL",1,804.716339111328
210,"GM1109","regular","STANDARD",1,2021-11-13 03:34:47,"CSW19",900,0,"RATED",1,488.918852806091
211,"BetterBot","regular","STANDARD",0,2021-12-29 00:30:08,"NWL20",1200,0,"RATED",1,279.30782699585
212,"Churrrro","blitz",NA,NA,2021-11-12 04:18:15,"NWL20",300,0,"CASUAL",1,NA
213,"gerald0506","regular",NA,NA,2021-12-15 18:13:21,"CSW19",900,0,"RATED",1,NA
214,"Pramit_06","regular","STANDARD",0,2021-11-25 07:32:22,"CSW19",900,0,"RATED",1,362.404289007187
215,"Nafay","regular","STANDARD",1,2021-12-26 10:07:04,"CSW19",960,0,"RATED",1,400.797491073608
216,"BetterBot","blitz","STANDARD",1,2021-11-09 21:32:59,"NWL20",300,0,"CASUAL",1,294.675482988358
217,"gopostal24","regular","TIME",0,2021-11-27 02:27:55,"NWL20",1200,0,"RATED",1,1269.0174908638
218,"BetterBot","regular","STANDARD",0,2021-12-18 06:24:40,"CSW21",1200,0,"RATED",1,894.646517038345
219,"BetterBot","regular","STANDARD",1,2021-11-19 05:22:53,"NWL20",900,0,"RATED",0,340.594246864319
220,"BetterBot","regular",NA,NA,2021-11-16 15:27:25,"CSW19",1200,0,"RATED",1,NA
221,"deathstar","regular",NA,NA,2021-12-23 19:44:24,"NWL20",1200,0,"RATED",1,NA
222,"BetterBot","regular","STANDARD",1,2021-11-12 01:11:54,"NWL20",1200,0,"RATED",1,439.091356992722
223,"Ajkzoo76","regular",NA,NA,2021-12-31 01:43:51,"NWL20",900,0,"RATED",1,NA
224,"LevLavLuv","regular","STANDARD",1,2021-11-09 17:16:38,"NWL20",1200,0,"RATED",1,690.634837865829
225,"wawayaya","rapid","STANDARD",0,2021-11-07 02:47:12,"CSW19",780,0,"RATED",1,367.317883968353
226,"BetterBot","regular",NA,NA,2021-11-19 12:33:54,"CSW19",900,0,"RATED",1,NA
227,"Kabashibi","rapid",NA,NA,2021-11-18 03:37:45,"CSW19",660,0,"RATED",1,NA
228,"BetterBot","regular","STANDARD",0,2021-11-25 20:10:52,"NWL20",1200,0,"RATED",1,900.205934047699
229,"BetterBot","ultrablitz","TIME",0,2021-11-12 04:19:00,"CSW19",60,0,"RATED",1,121.024075984955
230,"BetterBot","regular","RESIGNED",0,2021-11-11 06:00:19,"NWL20",900,0,"RATED",0,129.923942089081
231,"BetterBot","regular","STANDARD",1,2021-12-12 07:21:29,"CSW21",1200,0,"RATED",1,175.608197927475
232,"marvin","ultrablitz","STANDARD",0,2021-11-15 03:17:08,"CSW19",60,0,"RATED",1,111.217638015747
233,"BetterBot","regular",NA,NA,2021-12-18 08:54:41,"CSW21",2100,0,"RATED",1,NA
234,"BetterBot","regular","STANDARD",0,2021-11-15 20:50:39,"NWL18",1500,0,"RATED",10,857.364485025406
235,"BetterBot","rapid","STANDARD",1,2021-12-18 07:01:17,"NWL20",660,0,"RATED",1,193.770881891251
236,"rcg","blitz",NA,NA,2021-12-09 05:48:03,"NWL20",300,0,"CASUAL",1,NA
237,"BetterBot","blitz","STANDARD",0,2021-12-15 13:52:27,"CSW19",300,0,"RATED",1,316.448526859283
238,"Churrrro","blitz",NA,NA,2021-12-03 04:43:37,"NWL20",300,0,"CASUAL",1,NA
239,"Shahjahan","regular","STANDARD",1,2021-12-29 08:06:46,"CSW21",900,0,"RATED",1,439.589967012405
240,"Eloquent","regular",NA,NA,2021-11-19 06:22:43,"CSW19",1200,0,"CASUAL",2,NA
241,"Eloquent","regular",NA,NA,2021-12-06 15:17:35,"CSW19",1200,0,"CASUAL",2,NA
242,"BetterBot","regular","STANDARD",0,2021-11-21 12:55:37,"CSW19",1200,1,"RATED",0,640.701704978943
243,"BetterBot","regular",NA,NA,2021-11-18 09:10:23,"CSW19",900,0,"CASUAL",1,NA
244,"Amadeus","regular","STANDARD",0,2021-12-03 20:12:19,"CSW19",1500,0,"CASUAL",1,931.615873098373
245,"BetterBot","regular",NA,NA,2021-11-05 14:13:35,"CSW19",1260,0,"RATED",0,NA
246,"GeeCee","regular",NA,NA,2021-11-05 13:58:38,"CSW19",1080,0,"RATED",1,NA
